,participant_country,participant_country_id,participant_maddison_code,participant_region,participant_deaths,conflict_name,conflict_start_year,conflict_end_year,COW_id,UCDP_id,state_conflict_type,year,year_deaths_share,year_deaths
2099,Angola,540.0,AGO,Africa,30222.0,Government of Angola vs. UNITA,1989,2013,,327,Internationalised internal,1999,0.07521011183905764,2273.0
2100,Azerbaijan,373.0,AZE,Europe,5465.0,Government of Azerbaijan vs. Republic of Artsakh,1991,2017,,388,Internationalised internal,1999,0.003293687099725526,18.0
2101,Burundi,516.0,BDI,Africa,8828.0,Government of Burundi vs. Palipehutu,1997,2008,,287,Internal,1999,0.05935659265971908,524.0
2102,Chad,483.0,TCD,Africa,6856.0,"Government of Chad vs. Islamic Legion, MOSANAT, Revolutionary Forces of 1 April",1999,2003,,288,Internal,1999,0.05746791131855309,394.0
2103,China,710.0,CHN,Asia,65.0,Government of China vs. ETIM,1990,2017,,11349,Internal,1999,0.0,0.0
2104,Colombia,100.0,COL,Americas,19687.0,"Government of Colombia vs. ELN, EPL, FARC",1989,2016,,289,Internal,1999,0.06984304363285417,1375.0
2105,Congo,484.0,COG,Africa,14303.0,Government of Congo vs. Ninjas,1993,1999,,408,Internal,1999,0.04551492693840453,651.0
2106,DR Congo (Zaire),490.0,COD,Africa,18969.0,Government of DR Congo (Zaire) vs. AFDL,1998,2001,,283,Internationalised internal,1999,0.15567504876377247,2953.0
2107,Djibouti,522.0,DJI,Africa,312.0,Government of Djibouti vs. FRUD,1997,1999,,379,Internal,1999,0.08012820512820513,25.0
2108,Egypt,651.0,EGY,Africa,933.0,Government of Egypt vs. al-Gama'a al-Islamiyya,1992,2000,,391,Internal,1999,0.004287245444801715,4.0
2109,Eritrea,531.0,ERI,Africa,148.0,Government of Eritrea vs. EIJM - AS,1993,2003,,326,Internal,1999,0.16891891891891891,25.0
2110,Eritrea,531.0,ERI,Africa,14763.0,Government of Eritrea vs. Government of Ethiopia,1998,2016,,409,Interstate,1999,0.8240872451398767,12166.0
2111,Ethiopia,530.0,ETH,Africa,83454.0,Government of Eritrea vs. Government of Ethiopia,1998,2016,,409,Interstate,1999,0.419704268219618,35026.0
2112,Ethiopia,530.0,ETH,Africa,1381.0,Government of Ethiopia vs. AIAI,1993,1999,,329,Internal,1999,0.036205648081100654,50.0
2113,Somalia,520.0,SOM,Africa,167.0,Government of Ethiopia vs. AIAI,1993,1999,,329,Internal,1999,0.0,0.0
2114,Ethiopia,530.0,ETH,Africa,2156.0,Government of Ethiopia vs. OLF,1989,2016,,413,Internal,1999,0.3167903525046382,683.0
2115,Guinea-Bissau,404.0,GNB,Africa,704.0,"Government of Guinea-Bissau vs. Military Junta for the Consolidation of Democracy, Peace and Justice",1998,1999,,410,Internationalised internal,1999,0.28267045454545453,199.0
2116,India,750.0,IND,Asia,835.0,Government of India vs. ABSU,1992,2011,,421,Internal,1999,0.03952095808383234,33.0
2117,India,750.0,IND,Asia,600.0,Government of India vs. ATTF,1992,2008,,335,Internal,1999,0.07833333333333334,47.0
2118,India,750.0,IND,Asia,1030.0,Government of India vs. Government of Pakistan,1989,2017,,218,Interstate,1999,0.4825242718446602,497.0
2119,Pakistan,770.0,PAK,Asia,789.0,Government of India vs. Government of Pakistan,1989,2017,,218,Interstate,1999,0.49302915082382764,389.0
2120,India,750.0,IND,Asia,17671.0,Government of India vs. Kashmir insurgents,1989,2017,,364,Internal,1999,0.048893667590968255,864.0
2121,India,750.0,IND,Asia,491.0,Government of India vs. NSCN-IM,1992,2017,,251,Internal,1999,0.004073319755600814,2.0
2122,India,750.0,IND,Asia,6102.0,Government of India vs. PWG,1989,2004,,227,Internal,1999,0.020812848246476567,127.0
2123,India,750.0,IND,Asia,1175.0,Government of India vs. ULFA,1989,2016,,365,Internal,1999,0.0451063829787234,53.0
2124,India,750.0,IND,Asia,976.0,Government of India vs. UNLF,1992,2015,,347,Internal,1999,0.04610655737704918,45.0
2125,Indonesia,850.0,IDN,Asia,201.0,Government of Indonesia vs. Fretilin,1992,1999,,330,Internal,1999,0.12935323383084577,26.0
2126,Indonesia,850.0,IDN,Asia,3377.0,Government of Indonesia vs. GAM,1989,2008,,366,Internal,1999,0.05537459283387622,187.0
2127,Iran,630.0,IRN,Middle East,1192.0,Government of Iran vs. MEK,1991,2001,,338,Internal,1999,0.02348993288590604,28.0
2128,Israel,666.0,ISR,Middle East,362.0,Government of Israel vs. Hezbollah,1989,2015,,426,Internal,1999,0.03038674033149171,11.0
2129,Lebanon,660.0,LBN,Middle East,1232.0,Government of Israel vs. Hezbollah,1989,2015,,426,Internal,1999,0.024350649350649352,30.0
2130,Israel,666.0,ISR,Middle East,6262.0,"Government of Israel vs. PFLP, PFLP-GC",1989,2017,,234,Internal,1999,0.0006387735547748323,4.0
2131,Myanmar (Burma),775.0,MMR,Asia,101.0,Government of Myanmar (Burma) vs. ABSDF,1990,1999,,222,Internal,1999,0.009900990099009901,1.0
2132,Myanmar (Burma),775.0,MMR,Asia,721.0,Government of Myanmar (Burma) vs. KNPP,1989,2017,,253,Internal,1999,0.016643550624133148,12.0
2133,Myanmar (Burma),775.0,MMR,Asia,4550.0,Government of Myanmar (Burma) vs. KNU,1989,2015,,221,Internal,1999,0.003076923076923077,14.0
2134,Myanmar (Burma),775.0,MMR,Asia,2034.0,Government of Myanmar (Burma) vs. MTA,1996,2016,,264,Internal,1999,0.012291052114060964,25.0
2135,Nepal,790.0,NPL,Asia,9925.0,Government of Nepal vs. CPN-M,1996,2009,,269,Internal,1999,0.01571788413098237,156.0
2136,Peru,135.0,PER,Americas,6788.0,"Government of Peru vs. MRTA, Sendero Luminoso",1989,2017,,292,Internal,1999,0.011048909840895698,75.0
2137,Philippines,840.0,PHL,Asia,7960.0,"Government of Philippines vs. CPP, Military faction (forces of Honasan, Abenina & Zumel)",1989,2017,,209,Internal,1999,0.011683417085427136,93.0
2138,Philippines,840.0,PHL,Asia,7999.0,Government of Philippines vs. MNLF,1990,2016,,308,Internal,1999,0.014001750218777347,112.0
2139,Russia,365.0,RUS,Europe,18182.0,Government of Russia (Soviet Union) vs. Chechen Republic of Ichkeria,1994,2007,,401,Internal,1999,0.3172918270817292,5769.0
2140,Russia,365.0,RUS,Europe,85.0,Government of Russia (Soviet Union) vs. Wahhabi movement of the Buinaksk district,1999,1999,,414,Internal,1999,1.0,85.0
2141,Rwanda,517.0,RWA,Africa,5418.0,Government of Rwanda vs. FPR,1996,2000,,374,Internationalised internal,1999,0.05813953488372093,315.0
2142,Senegal,433.0,SEN,Africa,1492.0,Government of Senegal vs. MFDC,1990,2013,,375,Internal,1999,0.015415549597855228,23.0
2143,Serbia (Yugoslavia),342.0,SRB,Europe,2648.0,Government of Serbia (Yugoslavia) vs. UCK,1996,1999,,412,Internal,1999,0.5302114803625377,1404.0
2144,Sierra Leone,451.0,SLE,Africa,11473.0,Government of Sierra Leone vs. RUF,1991,2001,,382,Internationalised internal,1999,0.2748191405909527,3153.0
2145,Sri Lanka,780.0,LKA,Asia,60816.0,"Government of Sri Lanka vs. EPRLF, LTTE",1989,2009,,352,Internal,1999,0.030945803735858986,1882.0
2146,Sudan,625.0,SDN,Africa,49070.0,Government of Sudan vs. SPLM/A,1989,2004,,309,Internal,1999,0.028693702873446098,1408.0
2147,Tajikistan,702.0,TJK,Asia,9184.0,"Government of Tajikistan vs. PFT, UTO",1997,1999,,395,Internal,1999,0.00010888501742160279,1.0
2148,Turkey,640.0,TUR,Europe,29225.0,Government of Turkey vs. PKK,1989,2017,,354,Internal,1999,0.04756201881950385,1390.0
2149,Uganda,500.0,UGA,Africa,10569.0,"Government of Uganda vs. LRA, UPA",1989,2017,,314,Internal,1999,0.004257734885041158,45.0
2150,DR Congo (Zaire),490.0,COD,Africa,2903.0,"Government of Uganda vs. LRA, UPA",1996,2017,,314,Internal,1999,0.1105752669652084,321.0
2151,Uzbekistan,704.0,UZB,Asia,597.0,Government of Uzbekistan vs. IMU,1999,2006,,415,Internal,1999,0.11222780569514237,67.0
2152,Afghanistan,700.0,AFG,Middle East,178183.0,"Government of Afghanistan vs. Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Hizb-i Wahdat, Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan",1996,2001,,333,Internationalised internal,2000,0.02937990717408507,5235.0
2153,Algeria,615.0,DZA,Africa,18887.0,Government of Algeria vs. Takfir wa'l Hijra,1992,2004,,386,Internal,2000,0.049293164610578706,931.0
2154,Angola,540.0,AGO,Africa,503.0,Government of Angola vs. FLEC-R,1992,2017,,387,Internal,2000,0.009940357852882704,5.0
2155,Angola,540.0,AGO,Africa,30222.0,Government of Angola vs. UNITA,1989,2013,,327,Internationalised internal,2000,0.03308847859175435,1000.0
2156,Azerbaijan,373.0,AZE,Europe,5465.0,Government of Azerbaijan vs. Republic of Artsakh,1991,2017,,388,Internationalised internal,2000,0.0023787740164684353,13.0
2157,Burundi,516.0,BDI,Africa,8828.0,Government of Burundi vs. Palipehutu,1997,2008,,287,Internal,2000,0.1526959673765292,1348.0
2158,Chad,483.0,TCD,Africa,6856.0,"Government of Chad vs. Islamic Legion, MOSANAT, Revolutionary Forces of 1 April",1992,2000,,288,Internal,2000,0.14483663943990666,993.0
2159,Colombia,100.0,COL,Americas,19687.0,"Government of Colombia vs. ELN, EPL, FARC",1989,2016,,289,Internal,2000,0.052826738456849695,1040.0
2160,DR Congo (Zaire),490.0,COD,Africa,18969.0,Government of DR Congo (Zaire) vs. AFDL,1998,2001,,283,Internationalised internal,2000,0.06821656386736254,1294.0
2161,Egypt,651.0,EGY,Africa,933.0,Government of Egypt vs. al-Gama'a al-Islamiyya,1992,2000,,391,Internal,2000,0.0021436227224008574,2.0
2162,Eritrea,531.0,ERI,Africa,14763.0,Government of Eritrea vs. Government of Ethiopia,1998,2016,,409,Interstate,2000,0.1176590123958545,1737.0
2163,Ethiopia,530.0,ETH,Africa,83454.0,Government of Eritrea vs. Government of Ethiopia,1998,2016,,409,Interstate,2000,0.5783185946749108,48263.0
2164,Ethiopia,530.0,ETH,Africa,1381.0,Government of Ethiopia vs. AIAI,1994,2017,,329,Internal,2000,0.018102824040550327,25.0
2165,Ethiopia,530.0,ETH,Africa,2156.0,Government of Ethiopia vs. OLF,1989,2016,,413,Internal,2000,0.011595547309833023,25.0
2166,Guinea,438.0,GIN,Africa,649.0,Government of Guinea vs. RFDG,2000,2001,,307,Internal,2000,0.33436055469953774,217.0
2167,India,750.0,IND,Asia,835.0,Government of India vs. ABSU,1992,2011,,421,Internal,2000,0.022754491017964073,19.0
2168,India,750.0,IND,Asia,600.0,Government of India vs. ATTF,1992,2008,,335,Internal,2000,0.10666666666666667,64.0
2169,India,750.0,IND,Asia,1030.0,Government of India vs. Government of Pakistan,1989,2017,,218,Interstate,2000,0.024271844660194174,25.0
2170,Pakistan,770.0,PAK,Asia,789.0,Government of India vs. Government of Pakistan,1989,2017,,218,Interstate,2000,0.0,0.0
2171,India,750.0,IND,Asia,96.0,Government of India vs. KNF,1993,2015,,438,Internal,2000,0.010416666666666666,1.0
2172,India,750.0,IND,Asia,17671.0,Government of India vs. Kashmir insurgents,1989,2017,,364,Internal,2000,0.13315601833512536,2353.0
2173,India,750.0,IND,Asia,491.0,Government of India vs. NSCN-IM,1992,2017,,251,Internal,2000,0.06109979633401222,30.0
2174,India,750.0,IND,Asia,61.0,Government of India vs. PULF,2000,2011,,434,Internal,2000,0.03278688524590164,2.0
2175,India,750.0,IND,Asia,6102.0,Government of India vs. PWG,1989,2004,,227,Internal,2000,0.032120616191412654,196.0
2176,India,750.0,IND,Asia,1175.0,Government of India vs. ULFA,1989,2016,,365,Internal,2000,0.07404255319148936,87.0
2177,India,750.0,IND,Asia,976.0,Government of India vs. UNLF,1992,2015,,347,Internal,2000,0.06762295081967214,66.0
2178,Indonesia,850.0,IDN,Asia,3377.0,Government of Indonesia vs. GAM,1989,2008,,366,Internal,2000,0.08469055374592833,286.0
2179,Iran,630.0,IRN,Middle East,1192.0,Government of Iran vs. MEK,1991,2001,,338,Internal,2000,0.03355704697986577,40.0
2180,Israel,666.0,ISR,Middle East,362.0,Government of Israel vs. Hezbollah,1989,2015,,426,Internal,2000,0.024861878453038673,9.0
2181,Lebanon,660.0,LBN,Middle East,1232.0,Government of Israel vs. Hezbollah,1989,2015,,426,Internal,2000,0.011363636363636364,14.0
2182,Israel,666.0,ISR,Middle East,6262.0,"Government of Israel vs. PFLP, PFLP-GC",1989,2006,,234,Internal,2000,0.015969338869370808,100.0
2183,Lebanon,660.0,LBN,Middle East,80.0,"Government of Israel vs. PFLP, PFLP-GC",1989,2006,,234,Internal,2000,0.05,4.0
2184,Laos,812.0,LAO,Asia,284.0,Government of Laos vs. LRM,1989,2000,,262,Internal,2000,0.017605633802816902,5.0
2185,Liberia,450.0,LBR,Africa,3051.0,Government of Liberia vs. NPFL,2000,2003,,341,Internal,2000,0.018682399213372666,57.0
2186,"Macedonia, FYR",343.0,MKD,Europe,75.0,"Government of Macedonia, FYR vs. UCK",2000,2001,,417,Internal,2000,0.04,3.0
2187,Myanmar (Burma),775.0,MMR,Asia,4550.0,Government of Myanmar (Burma) vs. KNU,1989,2015,,221,Internal,2000,0.025054945054945054,114.0
2188,Myanmar (Burma),775.0,MMR,Asia,2034.0,Government of Myanmar (Burma) vs. MTA,1996,2016,,264,Internal,2000,0.03392330383480826,69.0
2189,Myanmar (Burma),775.0,MMR,Asia,640.0,Government of Myanmar (Burma) vs. NSCN-K,1991,2011,,11475,Internal,2000,0.0671875,43.0
2190,Myanmar (Burma),775.0,MMR,Asia,626.0,Government of Myanmar (Burma) vs. RSO,1991,2014,,223,Internal,2000,0.01757188498402556,11.0
2191,Nepal,790.0,NPL,Asia,9925.0,Government of Nepal vs. CPN-M,1996,2009,,269,Internal,2000,0.027002518891687657,268.0
2192,Peru,135.0,PER,Americas,6788.0,"Government of Peru vs. MRTA, Sendero Luminoso",1989,2017,,292,Internal,2000,0.0007365939893930466,5.0
2193,Philippines,840.0,PHL,Asia,7960.0,"Government of Philippines vs. CPP, Military faction (forces of Honasan, Abenina & Zumel)",1989,2017,,209,Internal,2000,0.017587939698492462,140.0
2194,Philippines,840.0,PHL,Asia,7999.0,Government of Philippines vs. MNLF,1989,2009,,308,Internal,2000,0.17889736217027127,1431.0
2195,Russia,365.0,RUS,Europe,18182.0,Government of Russia (Soviet Union) vs. Chechen Republic of Ichkeria,1994,2007,,401,Internal,2000,0.15988340116598834,2907.0
2196,Rwanda,517.0,RWA,Africa,5418.0,Government of Rwanda vs. FPR,1996,2000,,374,Internationalised internal,2000,0.028608342561830934,155.0
2197,Senegal,433.0,SEN,Africa,1492.0,Government of Senegal vs. MFDC,1990,2013,,375,Internal,2000,0.03150134048257373,47.0
2198,Sierra Leone,451.0,SLE,Africa,11473.0,Government of Sierra Leone vs. RUF,1991,2001,,382,Internationalised internal,2000,0.03329556349690578,382.0
2199,Spain,230.0,ESP,Europe,211.0,Government of Spain vs. ETA,1989,2011,,342,Internal,2000,0.0947867298578199,20.0
2200,Sri Lanka,780.0,LKA,Asia,60816.0,"Government of Sri Lanka vs. EPRLF, LTTE",1989,2009,,352,Internal,2000,0.04151867929492239,2525.0
2201,Sudan,625.0,SDN,Africa,49070.0,Government of Sudan vs. SPLM/A,1989,2004,,309,Internal,2000,0.05789688200529855,2841.0
2202,Tajikistan,702.0,TJK,Asia,9184.0,"Government of Tajikistan vs. PFT, UTO",2000,2010,,395,Internal,2000,0.005008710801393728,46.0
2203,Turkey,640.0,TUR,Europe,29225.0,Government of Turkey vs. PKK,1989,2017,,354,Internal,2000,0.005953806672369547,174.0
2204,Uganda,500.0,UGA,Africa,10569.0,"Government of Uganda vs. LRA, UPA",1989,2017,,314,Internal,2000,0.01693632320938594,179.0
2205,DR Congo (Zaire),490.0,COD,Africa,2903.0,"Government of Uganda vs. LRA, UPA",1996,2017,,314,Internal,2000,0.07199448846021357,209.0
2206,Uzbekistan,704.0,UZB,Asia,597.0,Government of Uzbekistan vs. IMU,1999,2006,,415,Internal,2000,0.7889447236180904,471.0
2207,Afghanistan,700.0,AFG,Middle East,1397.0,"Government of Afghanistan vs. Government of United Kingdom, Government of United States of America",2001,2001,,13692,Interstate,2001,1.0,1397.0
2208,Afghanistan,700.0,AFG,Middle East,178183.0,"Government of Afghanistan vs. Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Hizb-i Wahdat, Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan",1996,2001,,333,Internationalised internal,2001,0.013065219465381098,2328.0
2209,Algeria,615.0,DZA,Africa,18887.0,Government of Algeria vs. Takfir wa'l Hijra,1992,2004,,386,Internal,2001,0.033991634457563404,642.0
2210,Angola,540.0,AGO,Africa,503.0,Government of Angola vs. FLEC-R,1991,2005,,387,Internal,2001,0.003976143141153081,2.0
2211,Angola,540.0,AGO,Africa,30222.0,Government of Angola vs. UNITA,1989,2013,,327,Internationalised internal,2001,0.03715836145854014,1123.0
2212,Azerbaijan,373.0,AZE,Europe,5465.0,Government of Azerbaijan vs. Republic of Artsakh,1991,2017,,388,Internationalised internal,2001,0.0010978956999085087,6.0
2213,Burundi,516.0,BDI,Africa,8828.0,Government of Burundi vs. Palipehutu,1997,2008,,287,Internal,2001,0.13389216130493883,1182.0
2214,Central African Republic,482.0,CAF,Africa,911.0,Government of Central African Republic vs. Military faction (forces of Andr? Kolingba),2001,2001,,416,Internationalised internal,2001,0.25686059275521406,234.0
2215,Chad,483.0,TCD,Africa,6856.0,"Government of Chad vs. Islamic Legion, MOSANAT, Revolutionary Forces of 1 April",1999,2003,,288,Internal,2001,0.03296382730455076,226.0
2216,Colombia,100.0,COL,Americas,19687.0,"Government of Colombia vs. ELN, EPL, FARC",1989,2016,,289,Internal,2001,0.054452176563214306,1072.0
2217,Congo,484.0,COG,Africa,14303.0,Government of Congo vs. Ninjas,1998,2017,,408,Internal,2001,0.0002097462070894218,3.0
2218,DR Congo (Zaire),490.0,COD,Africa,18969.0,Government of DR Congo (Zaire) vs. AFDL,1998,2001,,283,Internationalised internal,2001,0.024355527439506565,462.0
2219,Ethiopia,530.0,ETH,Africa,1381.0,Government of Ethiopia vs. AIAI,1994,2017,,329,Internal,2001,0.018102824040550327,25.0
2220,Ethiopia,530.0,ETH,Africa,2156.0,Government of Ethiopia vs. OLF,1989,2016,,413,Internal,2001,0.011595547309833023,25.0
2221,Guinea,438.0,GIN,Africa,649.0,Government of Guinea vs. RFDG,2000,2001,,307,Internal,2001,0.6656394453004623,432.0
2222,India,750.0,IND,Asia,835.0,Government of India vs. ABSU,1992,2011,,421,Internal,2001,0.09221556886227544,77.0
2223,India,750.0,IND,Asia,600.0,Government of India vs. ATTF,1992,2008,,335,Internal,2001,0.07666666666666666,46.0
2224,India,750.0,IND,Asia,1030.0,Government of India vs. Government of Pakistan,1989,2017,,218,Interstate,2001,0.024271844660194174,25.0
2225,Pakistan,770.0,PAK,Asia,789.0,Government of India vs. Government of Pakistan,1989,2017,,218,Interstate,2001,0.0,0.0
2226,India,750.0,IND,Asia,17671.0,Government of India vs. Kashmir insurgents,1989,2017,,364,Internal,2001,0.04153698149510497,734.0
2227,India,750.0,IND,Asia,491.0,Government of India vs. NSCN-IM,1992,2017,,251,Internal,2001,0.03665987780040733,18.0
2228,India,750.0,IND,Asia,6102.0,Government of India vs. PWG,1989,2004,,227,Internal,2001,0.028843002294329727,176.0
2229,India,750.0,IND,Asia,1175.0,Government of India vs. ULFA,1989,2016,,365,Internal,2001,0.09617021276595744,113.0
2230,India,750.0,IND,Asia,976.0,Government of India vs. UNLF,1992,2015,,347,Internal,2001,0.02663934426229508,26.0
2231,Indonesia,850.0,IDN,Asia,3377.0,Government of Indonesia vs. GAM,1989,2008,,366,Internal,2001,0.08232158720758069,278.0
2232,Iran,630.0,IRN,Middle East,1192.0,Government of Iran vs. MEK,1991,2001,,338,Internal,2001,0.09983221476510067,119.0
2233,Israel,666.0,ISR,Middle East,362.0,Government of Israel vs. Hezbollah,1989,2015,,426,Internal,2001,0.0055248618784530384,2.0
2234,Lebanon,660.0,LBN,Middle East,1232.0,Government of Israel vs. Hezbollah,1989,2015,,426,Internal,2001,0.0,0.0
2235,Israel,666.0,ISR,Middle East,6262.0,"Government of Israel vs. PFLP, PFLP-GC",1989,2017,,234,Internal,2001,0.04040242733950814,253.0
2236,Lebanon,660.0,LBN,Middle East,80.0,"Government of Israel vs. PFLP, PFLP-GC",1989,2006,,234,Internal,2001,0.025,2.0
2237,Liberia,450.0,LBR,Africa,3051.0,Government of Liberia vs. NPFL,2000,2003,,341,Internal,2001,0.1117666338905277,341.0
2238,"Macedonia, FYR",343.0,MKD,Europe,75.0,"Government of Macedonia, FYR vs. UCK",2000,2001,,417,Internal,2001,0.96,72.0
2239,Myanmar (Burma),775.0,MMR,Asia,1605.0,Government of Myanmar (Burma) vs. KIO,1989,2017,,231,Internal,2001,0.006853582554517134,11.0
2240,Myanmar (Burma),775.0,MMR,Asia,721.0,Government of Myanmar (Burma) vs. KNPP,1989,2017,,253,Internal,2001,0.02912621359223301,21.0
2241,Myanmar (Burma),775.0,MMR,Asia,4550.0,Government of Myanmar (Burma) vs. KNU,1989,2015,,221,Internal,2001,0.008571428571428572,39.0
2242,Myanmar (Burma),775.0,MMR,Asia,2034.0,Government of Myanmar (Burma) vs. MTA,1996,2016,,264,Internal,2001,0.05752212389380531,117.0
2243,Myanmar (Burma),775.0,MMR,Asia,640.0,Government of Myanmar (Burma) vs. NSCN-K,1991,2011,,11475,Internal,2001,0.096875,62.0
2244,Nepal,790.0,NPL,Asia,9925.0,Government of Nepal vs. CPN-M,1996,2009,,269,Internal,2001,0.04322418136020151,429.0
